brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Gionee,Gpad G1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,142 x 78.5 x 10 mm (5.59 x 3.09 x 0.39 in),,,Dual SIM (Dual stand-by),TFT capacitive touchscreen,5.0 inches (~63.8% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2100 mAh battery,Black| White,100,http://cdn2.gsmarena.com/vv/bigpic/gionee-gpad-g1.jpg,
Gionee,Pioneer P3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,129.3 x 68 x 11.1 mm (5.09 x 2.68 x 0.44 in),,,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,4.3 inches (~59.9% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1700 mAh battery,Black| White,90,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3.jpg,
Gionee,Pioneer P2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,126 x 64.4 x 11.2 mm (4.96 x 2.54 x 0.44 in),,,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~56.1% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio| recording,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1700 mAh battery,Black| White,70,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2.jpg,
Gionee,Pioneer P1,GSM,GSM 900 / 1800 ,,,,Class 12,No,2013,Available. Released 2013,113 x 61.5 x 12 mm (4.45 x 2.42 x 0.47 in),,,Dual SIM (Dual stand-by),TFT capacitive touchscreen,3.5 inches (~52.5% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz Cotex-A9,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,2 MP| autofocus,VGA,Yes,Yes,Yes| hotspot,Yes,No,,FM radio| recording,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p1.jpg,
Gionee,Ctrl V1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,123 x 63.5 x 11.2 mm (4.84 x 2.5 x 0.44 in),,,Dual SIM (Dual stand-by),TFT capacitive touchscreen,3.95 inches (~59.5% screen-to-body ratio),320 x 480 pixels (~146 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cotex-A9,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB,Accelerometer| proximity| compass,Removable Li-Ion 1700 mAh battery,Cofee/Black,90,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v1.jpg,
Gionee,Ctrl V2,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,2013,Available. Released 2013,115 x 61 x 10.8 mm (4.53 x 2.40 x 0.43 in),,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen,3.5 inches (~52.0% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cotex-A9,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,VGA,Yes,Yes,Yes| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,White,60,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v2.jpg,
Gionee,Ctrl V3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,130 x 67 x 9.8 mm (5.12 x 2.64 x 0.39 in),,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.3 inches (~60.4% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB,Accelerometer| proximity| compass,Removable Li-Ion 1800 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v3.jpg,
Gionee,Ctrl V4s,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014,Available. Released 2014,131 x 65 x 7.8 mm (5.16 x 2.56 x 0.31 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~65.5% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1800 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v4s.jpg,
Gionee,Ctrl V4,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in),,,Dual SIM (Dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~61.2% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,,PowerVR Series 5XT,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB,Accelerometer| proximity| compass,Removable Li-Ion 1800 mAh battery,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v4.jpg,
Gionee,Dream D1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,130 x 67 x 8.6 mm (5.12 x 2.64 x 0.34 in),,,Dual SIM (Dual stand-by),Super AMOLED+ capacitive touchscreen  16M colors,4.65 inches (~68.4% screen-to-body ratio),720 x 1280 pixels (~316 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,,PowerVR Series 5XT,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,1 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2100 mAh battery,Black,170,http://cdn2.gsmarena.com/vv/bigpic/gionee-dream-d1.jpg,
Google,Pixel XL,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 21(1500)| 26(850)| 28(700)| 32(1500)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps,Yes,Yes,2016  October,Available. Released 2016  October,154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in),168,5.93,Nano-SIM,AMOLED capacitive touchscreen  16M colors,5.5 inches (~71.2% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 7.1 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 821,Adreno 530,No,32/128 GB,4 GB RAM,12.3 MP| f/2.0| EIS (gyro)| phase detection & laser autofocus| dual-LED (dual tone) flash| ,"8 MP| f/2.4| 1/3.2"" sensor size| 1.4 µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/NAc| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,No,3.0| Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 3450 mAh battery,Quite Black| Very Silver| Really Blue,880,http://cdn2.gsmarena.com/vv/bigpic/google-pixel-xl.jpg,
Google,Pixel,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 21(1500)| 26(850)| 28(700)| 32(1500)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps,Yes,Yes,2016  October,Available. Released 2016  October,143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in),143,5.04,Nano-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~69.0% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 7.1 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 821,Adreno 530,No,32/128 GB,4 GB RAM,12.3 MP| f/2.0| EIS (gyro)| phase detection & laser autofocus| dual-LED (dual tone) flash,"8 MP| f/2.4| 1/3.2"" sensor size| 1.4 µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/NAc| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,No,3.0| Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2770 mAh battery,Quite Black| Very Silver| Really Blue,770,http://cdn2.gsmarena.com/vv/bigpic/google-pixel.jpg,
Google,Pixel C,No cellular connectivity, NA,,,,No,No,2015  October,Available. Released 2015  December,242 x 179 x 7 mm (9.53 x 7.05 x 0.28 in),517,1.14,No,LTPS IPS LCD capacitive touchscreen  16M colors,10.2 inches (~72.4% screen-to-body ratio),2560 x 1800 pixels (~308 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.1.2 (Nougat),Quad-core 1.9 GHz,Nvidia Tegra X1,Nvidia Maxwell,No,32/64 GB,3 GB RAM,8 MP| f/2.4,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,4.1| A2DP,,,No,3.0| Type-C 1.0 reversible connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 9240 mAh battery (34.2 Wh),Silver Aluminum,600,http://cdn2.gsmarena.com/vv/bigpic/google-pixel-c--.jpg,
Haier,U69,GSM,GSM 900 / 1800 ,,,,Class 10,Class 10,2010. Released 2010  April,Discontinued,110 x 55 x 12.2 mm (4.33 x 2.17 x 0.48 in),111,3.92,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~42.3% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),Microsoft Windows Mobile 6.5 Professional,,,,microSD (dedicated slot),,,2 MP,No,Yes,Yes,No,2.0| A2DP,No,,FM radio,2,Accelerometer,Removable Li-Ion 1100 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/haier-u69.jpg,
Haier,U60,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010,Discontinued,104 x 50 x 14.5 mm (4.09 x 1.97 x 0.57 in),,,Dual SIM (Mini-SIM),TFT resistive touchscreen  65K colors,2.4 inches (~34.3% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 900 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-u60.jpg,
Haier,U56,GSM,GSM 900 / 1800 - SIM 1,,,,Class 10,No,2010. Released 2010,Discontinued,115 x 49 x 11.5 mm (4.53 x 1.93 x 0.45 in),,,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,2.4 inches (~31.7% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,1.3 MP,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 1200 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-u56.jpg,
Haier,U53,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010  April,Discontinued,111 x 59.3 x 13.4 mm (4.37 x 2.33 x 0.53 in),,,Dual SIM (Mini-SIM),TFT  65K colors,2.0 inches,,,,,,microSD (dedicated slot),,,Yes,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-u53.jpg,
Haier,K3,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010,Discontinued,109 x 51 x 17.4 mm (4.29 x 2.01 x 0.69 in),,,Dual SIM (Mini-SIM),TFT  65K colors,2.6 inches (~34.6% screen-to-body ratio),240 x 400 pixels (~179 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,White| Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-k3.jpg,
Haier,A66,GSM,GSM 900 / 1800 - SIM 1,,,,Class 10,No,2010. Released 2010,Discontinued,100 x 49 x 15.5 mm (3.94 x 1.93 x 0.61 in),,,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,2.4 inches (~36.4% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,Pink| Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-u66.jpg,
Haier,V730,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010  May,Discontinued,116 x 51 x 11.5 mm (4.57 x 2.01 x 0.45 in),,,Mini-SIM,TFT  65K colors,2.4 inches (~30.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 1250 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/haier-v730.jpg,
Haier,V700,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010,Discontinued,115 x 51 x 16 mm (4.53 x 2.01 x 0.63 in),,,Dual SIM (Mini-SIM),TFT  65K colors,2.2 inches (~26.1% screen-to-body ratio),144 x 176 pixels (~103 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,2,No,,FM radio,No,,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-v700.jpg,
Haier,M320+,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010,Discontinued,108.2 x 45.6 x 12 mm (4.26 x 1.80 x 0.47 in),,,Dual SIM (Mini-SIM| no dual stand-by),TFT  65K colors,1.8 inches,,,,,,microSD (dedicated slot),,,Yes,No,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m320-plus.jpg,
Haier,M306,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010  May,Discontinued,110 x 43 x 13 mm (4.33 x 1.69 x 0.51 in),,,Dual SIM (Mini-SIM| no dual stand-by),TFT  65K colors,1.8 inches,,,,,,microSD (dedicated slot),,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m306.jpg,
Haier,M300,GSM,GSM 900 / 1800 ,,,,Class 10,No,2010. Released 2010  April,Discontinued,108 x 46.1 x 13.5 mm (4.25 x 1.81 x 0.53 in),,,Dual SIM (Mini-SIM| no dual stand-by),TFT  65K colors,1.8 inches,,,,,,microSD (dedicated slot),,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m300.jpg,
Haier,M180,GSM,GSM 900 / 1800 ,,,,No,No,2010  March. Released 2010  March,Discontinued,101.3 x 43 x 14.1 mm (3.99 x 1.69 x 0.56 in),,,Mini-SIM,CSTN  65K colors,1.44 inches,,,,,,No,,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 650 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m180.jpg,
Haier,M160,GSM,GSM 900 / 1800 ,,,,No,No,2010. Released 2010,Discontinued,108 x 45.3 x 13.4 mm (4.25 x 1.78 x 0.53 in),,,Mini-SIM,CSTN  65K colors,1.5 inches (~14.8% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 650 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m160.jpg,
Haier,M150,GSM,GSM 900 / 1800 ,,,,No,No,2010. Released 2010,Discontinued,109 x 45.8 x 14.3 mm (4.29 x 1.80 x 0.56 in),,,Mini-SIM,CSTN,1.3 inches,,,,,,No,,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion 650 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m150.jpg,
Haier,A7,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2006,Discontinued,80 x 42 x 19.8 mm (3.15 x 1.65 x 0.78 in),77,2.72,Mini-SIM,TFT  65K colors,1.66 inches (~25.8% screen-to-body ratio),128 x 160 pixels (~123 ppi pixel density),,,,,No,128 MB,,1.3 MP,No,No,No,No,No,No,,No,No,,Removable Li-Ion 560 mAh battery,Black| Red,,http://cdn2.gsmarena.com/vv/bigpic/haier-haiera7.gif,
Haier,M600 Black Pearl,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,2006  3Q,Discontinued,90.6 x 35.3 x 18.2 mm (3.57 x 1.39 x 0.72 in),64,2.26,Mini-SIM,OLED  65K colors,1.1 inches| 20 x 20 mm (~12.2% screen-to-body ratio),96 x 96 pixels (~123 ppi pixel density),,OS ADI 6528,,,microSD (dedicated slot),128 MB,,,,No,Yes,No,2.0| A2DP,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 730 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-blackpearl.gif,
Haier,P8,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,2006  2Q,Discontinued,146 x 29.1 x 16.5 mm (5.75 x 1.15 x 0.65 in),65,2.29,Mini-SIM,TFT  65K colors,,,,,,,No,,,VGA,No,No,No,No,Yes,No,,No,No,,Removable Li-Ion 600 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-p8.gif,
Haier,A600,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2006  2Q,Discontinued,117 x 46 x 21.1 mm (4.61 x 1.81 x 0.83 in),120,4.23,Mini-SIM,TFT  256K colors,2.2 inches (~27.8% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,No,No,No,Yes,No,,No,No,,Removable Li-Ion 980 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-a600.gif,
Haier,M2000,GSM,GSM 900 / 1800 ,,,,Class 10,No,2005,Discontinued,89 x 45.8 x 16 mm (3.50 x 1.80 x 0.63 in),67/78,2.36,Mini-SIM,CSTN resistive touchscreen  65K colors,1.8 inches (~25.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,,,No,No,No,No,No,,No,No,,Removable Li-Ion 600 mAh battery,Pink,,http://cdn2.gsmarena.com/vv/bigpic/haier-m2000.gif,
Haier,M1200,GSM,GSM 900 / 1800 ,,,,No,No,2005,Discontinued,81.9 x 44.6 x 18.8 mm (3.22 x 1.76 x 0.74 in),81,2.86,Mini-SIM,CSTN  65K colors,1.8 inches (~27.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,,,No,No,No,No,No,,No,No,,Removable Li-Ion battery, Silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-m1200.gif,
Haier,M1100,GSM,GSM 900 / 1800 ,,,,No,No,2005,Discontinued,81.9 x 44.6 x 18.8 mm (3.22 x 1.76 x 0.74 in),81,2.86,Mini-SIM,CSTN  65K colors,1.8 inches (~27.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,,,No,No,No,No,No,,No,No,,Removable Li-Ion 600 mAh battery, Silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-m1100.gif,
Haier,M1000,GSM,GSM 900 / 1800 ,,,,Class 10,No,2005,Discontinued,81.9 x 44.6 x 18.8 mm (3.22 x 1.76 x 0.74 in),81,2.86,Mini-SIM,CSTN  65K colors,1.8 inches (~27.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,,,No,No,No,No,No,,No,No,,Removable Li-Ion 560 mAh battery,Red| Silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-m1000.gif,
Haier,M80,GSM,GSM 900 / 1800 ,,,,Class 10,No,2006  2Q,Discontinued,97 x 48 x 23.8 mm (3.82 x 1.89 x 0.94 in),110,3.88,Mini-SIM,TFT resistive touchscreen  256K colors,2.0 inches (~27.0% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,miniSD,,,2 MP,No,No,No,No,No,No,,No,2,,Removable Li-Ion 630 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/haier-m80.gif,
Haier,M260,GSM,GSM 900 / 1800 ,,,,Class 10,No,2006  2Q,Discontinued,104 x 46.5 x 16.8 mm (4.09 x 1.83 x 0.66 in),95,3.35,Mini-SIM,TFT resistive touchscreen  65K colors,1.8 inches (~21.1% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,miniSD,,,2 MP,No,No,No,No,No,No,,FM radio,No,,Removable Li-Ion 650 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/haier-m260.gif,
Haier,N90,GSM,GSM 900 / 1800 ,,,,Class 10,No,2006  2Q,Discontinued,104 x 53 x 25.5 mm (4.09 x 2.09 x 1.00 in),120,4.23,Mini-SIM,TFT  256K colors,2.4 inches (~32.9% screen-to-body ratio),176 x 220 pixels (~117 ppi pixel density),,,,,miniSD,,,2 MP,No,No,No,No,No,No,,No,No,,Removable Li-Ion 720 mAh battery,Black silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-n90.gif,
Haier,N70,GSM,GSM 900 / 1800 ,,,,Class 10,No,2006  2Q,Discontinued,93 x 50 x 23.7 mm (3.66 x 1.97 x 0.93 in),90,3.17,Mini-SIM,TFT  256K colors,2.0 inches (~27.1% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,No,No,No,No,No,,No,No,,Removable Li-Ion 720 mAh battery,Black silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-n70.gif,
Haier,N60,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,1Q  2005,Discontinued,94 x 48 x 25 mm (3.70 x 1.89 x 0.98 in),131,4.62,Mini-SIM,TFT resistive touchscreen  256K colors,,320 x 240 pixels,Linux,312 MHz,,,SDIO/MMC,60 MB,,1.3 MP,No,Yes,No,No,No,No,,No,Yes,,Removable Li-Ion 900 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/haier-n60.gif,
Haier,T3000,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,1Q  2005,Discontinued,85 x 45 x 23.5 mm (3.35 x 1.77 x 0.93 in),85,3,Mini-SIM,65K colors,,128 x 160 pixels,,,,,No,4 MB,,VGA,No,No,No,No,No,No,,No,,,Removable Li-Ion 600 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/haier-t3000.gif,
Haier,V280,GSM,GSM 900 / 1800 ,,,,Class 10,No,2005,Discontinued,109 x 44 x 14.5 mm (4.29 x 1.73 x 0.57 in),80,2.82,Mini-SIM,65K colors,,128 x 160 pixels,,,,,No,4 MB,,1.3 MP| LED flash,No,No,No,No,No,No,,No,,,Removable Li-Ion 550 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/haier-v280.gif,
Haier,F1100,GSM,GSM 900 / 1800 ,,,,Yes,No,2005  1Q,Discontinued,85.4 x 45.4 x 22 mm (3.36 x 1.79 x 0.87 in),80,2.82,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,VGA,No,No,No,No,No,No,,No,,,Removable Li-Ion 600 mAh battery,Dark Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/haf1100.gif,
Haier,L1000,GSM,GSM 900 / 1800 ,,,,Yes,No,2005  1Q,Discontinued,84 x 44 x 20 mm (3.31 x 1.73 x 0.79 in),80,2.82,Mini-SIM,TFT  65K colors,,128 x 160 pixels,,,,,No,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 480 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/hal1000.gif,
Haier,P7,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2004  4Q,Discontinued,150 x 27 x 18.2 mm (5.91 x 1.06 x 0.72 in),65,2.29,Mini-SIM,TFT  65K colors,,64 x 128 pixels,,,,,No,3 MB,,VGA,No,No,No,No,No,No,,No,Yes,,Removable Li-Ion 600 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/hap7.gif,
